frame,epoch,capture_ms,mean_luma,dark_fraction
138,1789847396.650778,25.851,80.258,0.000067
139,1789847396.693063,18.053,79.869,0.000067
140,1789847396.741752,16.684,79.305,0.000067
141,1789847396.792934,17.852,78.549,0.000067
142,1789847396.838216,13.076,77.871,0.000067
143,1789847396.889483,14.268,77.997,0.000067
144,1789847396.950839,25.554,78.594,0.000067
145,1789847396.991540,16.196,79.075,0.000067
146,1789847397.052302,26.878,80.114,0.000067
147,1789847397.092958,17.454,80.651,0.000067
148,1789847397.143655,18.073,81.107,0.000067
149,1789847397.201689,26.023,81.925,0.000067
150,1789847397.245114,19.391,82.329,0.000067
151,1789847397.295331,19.529,82.977,0.000067
152,1789847397.346437,20.559,83.275,0.000067
153,1789847397.397189,21.254,83.528,0.000067
154,1789847397.445624,19.612,84.117,0.000067
155,1789847397.489940,13.836,84.171,0.000067
156,1789847397.537288,11.124,84.510,0.000067
157,1789847397.588170,11.946,84.690,0.000067
158,1789847397.642552,16.269,84.602,0.000067
159,1789847397.693794,17.452,84.666,0.000067
160,1789847397.753983,27.564,85.160,0.000067
161,1789847397.790808,14.289,85.360,0.000067
162,1789847397.841885,15.310,85.206,0.000067
163,1789847397.897524,20.889,85.506,0.000067
164,1789847397.948623,21.927,85.329,0.000067
165,1789847397.996260,19.456,84.924,0.000067
166,1789847398.050729,23.866,84.854,0.000067
167,1789847398.091621,14.701,84.533,0.000067
168,1789847398.139438,12.439,84.707,0.000067
169,1789847398.198625,21.562,84.381,0.000067
170,1789847398.251405,24.297,84.053,0.000067
171,1789847398.302145,24.978,84.102,0.000067
172,1789847398.346198,18.965,83.742,0.000067
173,1789847398.397637,20.325,83.671,0.000067
174,1789847398.448569,21.198,83.014,0.000067
175,1789847398.495990,18.561,82.264,0.000067
176,1789847398.555958,28.451,81.900,0.000067
177,1789847398.591385,13.799,81.256,0.000067
178,1789847398.650047,22.381,80.416,0.000067
179,1789847398.690690,12.944,80.251,0.000067
180,1789847398.740407,12.587,79.462,0.000067
181,1789847398.796605,18.727,78.995,0.000067
182,1789847398.848189,20.251,78.104,0.000067
183,1789847398.906917,28.892,77.591,0.000067
184,1789847398.944870,16.690,78.388,0.000067
185,1789847398.998642,20.384,79.028,0.000067
186,1789847399.046624,18.308,79.837,0.000067
187,1789847399.085717,7.338,79.885,0.000067
188,1789847399.141319,12.882,80.945,0.000067
189,1789847399.192128,13.612,81.256,0.000067
190,1789847399.243349,14.759,81.916,0.000067
191,1789847399.290816,12.145,82.638,0.000067
192,1789847399.354456,25.705,82.920,0.000067
193,1789847399.390458,11.624,83.361,0.000067
194,1789847399.446241,17.330,83.828,0.000067
195,1789847399.498168,19.196,84.259,0.000067
196,1789847399.545572,16.515,84.406,0.000067
197,1789847399.599858,20.751,84.350,0.000067
198,1789847399.647589,18.424,84.438,0.000067
199,1789847399.698378,19.153,84.896,0.000067
200,1789847399.742032,12.748,84.937,0.000067
201,1789847399.803102,23.759,85.054,0.000067
202,1789847399.854398,24.976,85.072,0.000067
203,1789847399.891162,11.662,85.106,0.000067
204,1789847399.956897,27.322,85.072,0.000067
205,1789847399.998502,18.850,85.165,0.000067
206,1789847400.056176,26.464,85.173,0.000067
207,1789847400.099917,20.120,84.912,0.000067
208,1789847400.145847,15.965,84.796,0.000067
209,1789847400.201188,21.246,84.462,0.000067
210,1789847400.242086,12.058,84.510,0.000067
211,1789847400.293324,13.222,84.171,0.000067
212,1789847400.354273,24.111,84.065,0.000067
213,1789847400.405163,24.921,83.727,0.000067
214,1789847400.455440,25.139,82.920,0.000067
215,1789847400.506197,25.835,82.587,0.000067
216,1789847400.552056,21.615,82.278,0.000067
217,1789847400.597488,16.964,81.796,0.000067
218,1789847400.645134,14.526,81.080,0.000067
219,1789847400.694652,13.982,80.240,0.000067
220,1789847400.750562,19.833,79.608,0.000067
221,1789847400.804522,23.732,79.305,0.000067
222,1789847400.857318,26.442,78.178,0.000067
223,1789847400.901469,20.531,77.591,0.000067
224,1789847400.949283,18.232,77.871,0.000067
225,1789847400.993390,12.302,78.616,0.000067
226,1789847401.051233,20.077,79.440,0.000067
227,1789847401.090477,9.261,79.869,0.000067
228,1789847401.141524,10.248,80.651,0.000067
229,1789847401.191893,10.560,81.107,0.000067
230,1789847401.242089,10.698,81.544,0.000067
231,1789847401.297859,16.402,82.329,0.000067
232,1789847401.354988,23.471,82.672,0.000067
233,1789847401.409209,27.616,83.324,0.000067
234,1789847401.450173,18.496,83.528,0.000067
235,1789847401.500851,19.094,84.117,0.000067
236,1789847401.551958,20.129,84.379,0.000067
237,1789847401.602885,20.976,84.283,0.000067
238,1789847401.643658,11.689,84.690,0.000067
239,1789847401.694690,12.647,84.602,0.000067
240,1789847401.745875,13.796,84.666,0.000067
241,1789847401.796538,14.400,85.163,0.000067
242,1789847401.844410,12.214,85.360,0.000067
243,1789847401.901003,18.745,85.206,0.000067
244,1789847401.936405,4.090,85.206,0.000067
245,1789847401.986588,4.189,85.206,0.000067
246,1789847402.036591,4.105,85.206,0.000067
247,1789847402.090886,8.321,85.106,0.000067
248,1789847402.137197,4.532,85.106,0.000067
249,1789847402.187108,4.356,85.106,0.000067
250,1789847402.237277,4.464,85.106,0.000067
251,1789847402.287447,4.538,85.106,0.000067
252,1789847402.337714,4.748,85.106,0.000067
253,1789847402.387677,4.655,85.106,0.000067
254,1789847402.437626,4.551,85.106,0.000067
255,1789847402.488092,4.962,85.106,0.000067
256,1789847402.538161,4.972,85.106,0.000067
257,1789847402.588263,4.969,85.106,0.000067
258,1789847402.638330,4.977,85.106,0.000067
259,1789847402.688848,5.410,85.106,0.000067
260,1789847402.738976,5.475,85.106,0.000067
261,1789847402.789204,5.609,85.106,0.000067
262,1789847402.839265,5.531,85.106,0.000067
263,1789847402.903767,19.951,85.106,0.000067
264,1789847402.940231,6.281,85.106,0.000067
265,1789847402.990312,6.303,85.106,0.000067
266,1789847403.040316,6.217,85.106,0.000067
267,1789847403.090357,6.196,85.106,0.000067
268,1789847403.140488,6.267,85.106,0.000067
269,1789847403.190607,6.326,85.106,0.000067
270,1789847403.240604,6.263,85.106,0.000067
271,1789847403.290718,6.292,85.106,0.000067
272,1789847403.340800,6.293,85.106,0.000067
273,1789847403.391837,7.244,85.106,0.000067
274,1789847403.441420,6.746,85.106,0.000067
275,1789847403.491535,6.788,85.106,0.000067
276,1789847403.541968,7.021,85.106,0.000067
277,1789847403.591898,6.878,85.106,0.000067
278,1789847403.641849,6.768,85.106,0.000067
279,1789847403.692046,6.890,85.106,0.000067
