seconds_from_gesture_start,frametime_ms
5.094835,11.4491
5.105082,10.2463
5.115294,10.211
5.127097,11.8032
5.137397,10.299
5.147635,10.2384
5.158905,11.2684
5.168664,9.75901
5.191563,22.8986
5.195695,4.13236
5.202459,6.76375
5.212185,9.72482
5.222058,9.87274
5.233023,10.9645
5.243359,10.3357
5.25203,8.67071
5.265459,13.4291
5.274446,8.98644
5.284981,10.5341
5.295362,10.3823
5.307076,11.7123
5.317881,10.8047
5.32845,10.5684
5.33896,10.5102
5.349539,10.578
5.359473,9.93456
5.369367,9.89355
5.379887,10.5195
5.390686,10.7993
5.40157,10.8835
5.413036,11.4653
5.423632,10.5915
5.434592,10.9638
5.444907,10.3155
5.454935,10.0265
5.464758,9.82283
5.476742,11.9837
5.486924,10.1823
5.49711,10.1848
5.507306,10.1968
5.517673,10.3663
5.528011,10.3375
5.538429,10.4177
5.550435,12.005
5.56011,9.67486
5.570342,10.2309
5.582982,12.6405
5.59213,9.14741
5.603651,11.5216
5.613611,9.95943
5.623184,9.57253
5.633801,10.6156
5.645993,12.1924
5.656206,10.2124
5.66634,10.1337
5.678521,12.1805
5.688761,10.2391
5.698557,9.7965
5.709896,11.3392
5.720881,10.9841
5.731698,10.8173
5.741237,9.5386
5.75234,11.103
5.761469,9.12848
5.771743,10.2741
5.782264,10.521
5.793022,10.7571
5.803421,10.3999
5.815987,12.5654
5.82561,9.6223
5.8352,9.58924
5.846984,11.7829
5.857218,10.2342
5.866535,9.31664
5.878785,12.2495
5.888688,9.9026
5.899576,10.8873
5.909474,9.89732
5.920482,11.0077
5.931032,10.5443
5.941741,10.7144
5.952646,10.9037
5.962121,9.47587
5.97352,11.3977
5.983181,9.66063
5.993448,10.267
6.003366,9.91738
6.014124,10.7577
6.026719,12.5945
6.036708,9.98834
6.047441,10.7335
6.058519,11.0782
6.069059,10.54
6.078386,9.32568
6.08944,11.0538
6.100136,10.696
6.110113,9.97615
6.120538,10.4249
6.130904,10.3658
6.143715,12.8106
6.153791,10.0754
6.164176,10.3852
6.174776,10.5988
6.185351,10.5744
6.195688,10.3369
6.206221,10.5332
6.216345,10.1228
6.22769,11.3445
6.237717,10.0269
6.259533,21.8153
6.263583,4.0503
6.270885,7.30083
6.280565,9.68023
6.290233,9.66834
6.300313,10.0792
6.310103,9.7903
6.323744,13.6396
6.333193,9.44852
6.344229,11.036
6.35389,9.66115
6.364379,10.4875
6.374765,10.3862
6.385367,10.6023
6.395759,10.391
6.406643,10.8848
6.417252,10.6079
6.427851,10.5988
6.43832,10.4654
6.450818,12.5007
6.461306,10.4878
6.471851,10.5452
6.480942,9.09031
6.49149,10.5481
6.501899,10.4092
6.512753,10.8531
6.522957,10.2032
6.53347,10.5131
6.544112,10.6415
6.554666,10.5541
6.565203,10.5362
6.576286,11.0827
6.586387,10.1007
6.596915,10.5277
6.606909,9.99345
6.617404,10.4954
6.627846,10.4406
6.638856,11.0107
6.649529,10.6727
6.662343,12.8133
6.672196,9.85241
6.6824,10.2033
6.694152,11.7524
6.704141,9.98284
6.714707,10.5705
6.725074,10.3672
6.736159,11.0853
6.746476,10.3168
6.757323,10.8464
6.767377,10.0535
6.777932,10.5549
6.788352,10.4188
6.798739,10.3873
6.809046,10.3066
6.819294,10.248
6.830175,10.8807
6.840816,10.6392
6.851341,10.5261
6.861865,10.5233
6.87243,10.5634
6.882056,9.62642
6.89417,12.1129
6.904742,10.5717
6.914245,9.50357
6.926167,11.9212
6.936295,10.1289
6.946733,10.4344
6.957306,10.5743
6.967915,10.6109
6.978095,10.1796
6.988927,10.8306
6.999365,10.4393
7.010398,11.0322
7.021158,10.7598
7.031438,10.2801
7.042275,10.8365
7.051613,9.33792
7.062201,10.5875
7.074239,12.0377
7.084388,10.1493
7.094939,10.5487
7.105383,10.445
7.11585,10.4666
7.126268,10.4169
7.137622,11.3535
7.147385,9.76276
7.156964,9.57945
7.169391,12.4262
7.178352,8.96055
7.18834,9.98813
7.200782,12.4422
7.210451,9.6691
7.220962,10.5092
7.232567,11.6051
7.241729,9.16122
7.25226,10.5313
7.262611,10.3511
7.275179,12.5675
7.283955,8.7759
7.295472,11.517
7.306063,10.5887
7.324565,18.5021
7.328283,3.71763
7.337556,9.27196
7.347827,10.2713
7.358391,10.5635
7.369282,10.8908
7.380042,10.7597
7.390563,10.521
7.40089,10.3273
7.411802,10.9108
7.4222,10.3979
7.432408,10.2073
7.442894,10.4855
7.453485,10.5862
7.462922,9.4409
7.472879,9.95735
7.485034,12.155
7.495178,10.1445
7.506222,11.0436
7.517216,10.993
7.527454,10.2377
7.538227,10.7721
7.54898,10.753
7.559398,10.418
7.56999,10.5909
7.580838,10.8483
7.591197,10.3577
7.601801,10.6035
7.61228,10.4785
7.623243,10.9631
7.63363,10.3865
7.644197,10.567
7.653895,9.69734
7.663905,10.0101
7.675153,11.2478
7.685136,9.97879
7.6956,10.467
7.70584,10.2401
7.716753,10.9123
7.727561,10.8084
7.737936,10.3739
7.748982,11.0458
7.759333,10.3506
7.7702,10.8665
7.780891,10.691
7.791206,10.3151
7.802008,10.8017
7.812581,10.5727
7.823094,10.5117
7.83355,10.4561
7.844244,10.6934
7.854952,10.7077
7.865324,10.3724
7.875951,10.6262
7.886373,10.4214
7.897502,11.1293
7.908305,10.8029
7.920748,12.4415
7.930402,9.65474
7.941911,11.5088
7.95298,11.0676
7.963457,10.4727
7.974265,10.8122
7.984863,10.5974
7.995342,10.4797
8.005871,10.5285
8.0164,10.5291
8.02646,10.0605
8.037193,10.7309
8.047452,10.2603
8.058307,10.855
8.067587,9.27921
8.077872,10.2837
8.08924,11.3682
8.100446,11.2049
8.111134,10.6831
8.121514,10.3846
8.131734,10.2202
8.14202,10.2863
8.153085,11.0632
8.163538,10.4519
8.174613,11.0751
8.184921,10.3079
8.195612,10.6911
8.206135,10.517
8.216723,10.593
8.227321,10.5974
8.238008,10.6873
8.248259,10.2505
8.25874,10.4811
8.269388,10.6478
8.280088,10.6993
8.290797,10.708
8.301366,10.5685
8.311488,10.1188
8.322031,10.5446
8.332414,10.3833
8.342262,9.84816
8.352703,10.4406
8.364761,12.0573
8.37517,10.4078
8.391535,16.365
8.396046,4.51111
8.407184,11.1372
8.416445,9.26064
8.426698,10.2534
8.435745,9.04656
8.446917,11.1712
8.458362,11.4449
8.469421,11.0536
8.479233,9.8161
8.48988,10.6469
8.502886,13.0056
8.5115,8.61381
8.523614,12.1132
8.532446,8.83193
8.542941,10.4948
8.553423,10.4812
8.564554,11.131
8.575221,10.666
8.58741,12.1891
8.596189,8.77907
8.608485,12.2953
8.619061,10.5748
8.629163,10.1026
8.638891,9.72694
8.651961,13.07
8.661963,10.0008
8.672062,10.0984
8.681733,9.67137
8.692189,10.4554
8.702678,10.4894
8.713273,10.594
8.724089,10.8164
8.734631,10.5416
8.744882,10.2514
8.755728,10.8454
8.766649,10.9201
8.77725,10.6009
8.787793,10.5429
8.798599,10.8055
8.809454,10.8553
8.820278,10.8235
8.830899,10.6206
8.842992,12.0931
8.852019,9.02667
8.862366,10.3475
8.872794,10.4277
8.883327,10.532
8.89405,10.7239
8.907291,13.2405
8.91771,10.4186
8.928516,10.8064
8.93956,11.0429
8.948801,9.24139
8.959134,10.3324
8.971483,12.3439
8.980418,8.93948
8.992866,12.448
9.002884,10.0184
9.013012,10.1274
9.022959,9.94676
9.033382,10.4234
9.043792,10.4089
9.054397,10.6047
9.06533,10.9329
9.075889,10.5587
9.086568,10.6797
9.09681,10.2413
9.107425,10.6144
9.118274,10.8482
